Kanji,Plain,Plain negative,Past plain,Past plain negative,Present polite,Present polite negative,Past polite,Past polite negative,Potential,Potential negative,Te,Te negative,Imperative,Imperative negative,Volitional,Volitional negative,Ba,Ba negative,Causative,Causative negative,Chau,Chau negative,Chimau,Chimau negative,I,I negative,Nasai imperative,Nasai imperative negative,Passive,Passive negative,Tara,Tara negative,Frequency ranking,Lexeme,Standard Reading (in Hiragana)
いる,いる,いらない,いった,いらなかった,いります,いりません,いりました,いりません でした,いれる,いれない,いって,いらないで,いれ,いる な,いろう,,いれば,いらなければ,いらせる,いらせない,いっちゃう,,いっちまう,,いり,,いりなさい,,いられる,いられない,いったら,いらなかったら,1647.0,消す,けす
恐れる,おそれる,おそれない,おそれた,おそれなかった,おそれます,おそれません,おそれました,おそれません でした,おそれられる,おそれられない,おそれて,おそれないで,おそれよ,おそれる な,おそれよう,,おそれれば,おそれなければ,おそれさせる,おそれさせない,おそれちゃう,,おそれちまう,,おそれ,,おそれなさい,,おそれられる,おそれられない,おそれたら,おそれなかったら,1652.0,覗く,のぞく
直す,なおす,なおさない,なおした,なおさなかった,なおします,なおしません,なおしました,なおしません でした,なおせる,なおせない,なおして,なおさないで,なおせ,なおす な,なおそう,,なおせば,なおさなければ,なおさせる,なおさせない,なおしちゃう,,なおしちまう,,なおし,,なおしなさい,,なおされる,なおされない,なおしたら,なおさなかったら,1655.0,勝つ,かつ
設ける,もうける,もうけない,もうけた,もうけなかった,もうけます,もうけません,もうけました,もうけません でした,もうけられる,もうけられない,もうけて,もうけないで,もうけよ,もうける な,もうけよう,,もうければ,もうけなければ,もうけさせる,もうけさせない,もうけちゃう,,もうけちまう,,もうけ,,もうけなさい,,もうけられる,もうけられない,もうけたら,もうけなかったら,1656.0,浮かぶ,うかぶ
支払う,しはらう,しはらわない,しはらった,しはらわなかった,しはらいます,しはらいません,しはらいました,しはらいません でした,しはらえる,しはらえない,しはらって,しはらわないで,しはらえ,しはらう な,しはらおう,,しはらえば,しはらわなければ,しはらわせる,しはらわせない,しはらっちゃう,,しはらっちまう,,しはらい,,しはらいなさい,,しはらわれる,しはらわれない,しはらったら,しはらわなかったら,1672.0,去る,さる
迫る,せまる,せまらない,せまった,せまらなかった,せまります,せまりません,せまりました,せまりません でした,せまれる,せまれない,せまって,せまらないで,せまれ,せまる な,せまろう,,せまれば,せまらなければ,せまらせる,せまらせない,せまっちゃう,,せまっちまう,,せまり,,せまりなさい,,せまられる,せまられない,せまったら,せまらなかったら,1688.0,回す,まわす
経る,へる,へない,へた,へなかった,へます,へません,へました,へません でした,へられる,へられない,へて,へないで,へよ,へる な,へよう,,へれば,へなければ,へさせる,へさせない,へちゃう,,へちまう,,へ,,へなさい,,へられる,へられない,へたら,へなかったら,1697.0,除く,のぞく
振り返る,ふりかえる,ふりかえらない,ふりかえった,ふりかえらなかった,ふりかえります,ふりかえりません,ふりかえりました,ふりかえりません でした,ふりかえれる,ふりかえれない,ふりかえって,ふりかえらないで,ふりかえれ,ふりかえる な,ふりかえろう,,ふりかえれば,ふりかえらなければ,ふりかえらせる,ふりかえらせない,ふりかえっちゃう,,ふりかえっちまう,,ふりかえり,,ふりかえりなさい,,ふりかえられる,ふりかえられない,ふりかえったら,ふりかえらなかったら,1707.0,育つ,そだつ
断る,ことわる,ことわらない,ことわった,ことわらなかった,ことわります,ことわりません,ことわりました,ことわりません でした,ことわれる,ことわれない,ことわって,ことわらないで,ことわれ,ことわる な,ことわろう,,ことわれば,ことわらなければ,ことわらせる,ことわらせない,ことわっちゃう,,ことわっちまう,,ことわり,,ことわりなさい,,ことわられる,ことわられない,ことわったら,ことわらなかったら,1714.0,終える,おえる
越える,こえる,こえない,こえた,こえなかった,こえます,こえません,こえました,こえません でした,こえられる,こえられない,こえて,こえないで,こえよ,こえる な,こえよう,,こえれば,こえなければ,こえさせる,こえさせない,こえちゃう,,こえちまう,,こえ,,こえなさい,,こえられる,こえられない,こえたら,こえなかったら,1717.0,外す,はずす
誘う,さそう,さそわない,さそった,さそわなかった,さそいます,さそいません,さそいました,さそいません でした,さそえる,さそえない,さそって,さそわないで,さそえ,さそう な,さそおう,,さそえば,さそわなければ,さそわせる,さそわせない,さそっちゃう,,さそっちまう,,さそい,,さそいなさい,,さそわれる,さそわれない,さそったら,さそわなかったら,1748.0,呟く,つぶやく
取り出す,とりだす,とりださない,とりだした,とりださなかった,とりだします,とりだしません,とりだしました,とりだしません でした,とりだせる,とりだせない,とりだして,とりださないで,とりだせ,とりだす な,とりだそう,,とりだせば,とりださなければ,とりださせる,とりださせない,とりだしちゃう,,とりだしちまう,,とりだし,,とりだしなさい,,とりだされる,とりだされない,とりだしたら,とりださなかったら,1751.0,向く,むく
急ぐ,いそぐ,いそがない,いそいだ,いそがなかった,いそぎます,いそぎません,いそぎました,いそぎません でした,いそげる,いそげない,いそいで,いそがないで,いそげ,いそぐ な,いそごう,,いそげば,いそがなければ,いそがせる,いそがせない,いそいじゃう,,いそいじまう,,いそぎ,,いそぎなさい,,いそがれる,いそがれない,いそいだら,いそがなかったら,1753.0,負ける,まける
あわてる,あわてる,あわてない,あわてた,あわてなかった,あわてます,あわてません,あわてました,あわてません でした,あわてられる,あわてられない,あわてて,あわてないで,あわてよ,あわてる な,あわてよう,,あわてれば,あわてなければ,あわてさせる,あわてさせない,あわてちゃう,,あわてちまう,,あわて,,あわてなさい,,あわてられる,あわてられない,あわてたら,あわてなかったら,1762.0,要る,いる
訴える,うったえる,うったえない,うったえた,うったえなかった,うったえます,うったえません,うったえました,うったえません でした,うったえられる,うったえられない,うったえて,うったえないで,うったえよ,うったえる な,うったえよう,,うったえれば,うったえなければ,うったえさせる,うったえさせない,うったえちゃう,,うったえちまう,,うったえ,,うったえなさい,,うったえられる,うったえられない,うったえたら,うったえなかったら,1775.0,恐れる,おそれる
分かれる,わかれる,わかれない,わかれた,わかれなかった,わかれます,わかれません,わかれました,わかれません でした,わかれられる,わかれられない,わかれて,わかれないで,わかれよ,わかれる な,わかれよう,,わかれれば,わかれなければ,わかれさせる,わかれさせない,わかれちゃう,,わかれちまう,,わかれ,,わかれなさい,,わかれられる,わかれられない,わかれたら,わかれなかったら,1784.0,直す,なおす
伝わる,つたわる,つたわらない,つたわった,つたわらなかった,つたわります,つたわりません,つたわりました,つたわりません でした,つたわれる,つたわれない,つたわって,つたわらないで,つたわれ,つたわる な,つたわろう,,つたわれば,つたわらなければ,つたわらせる,つたわらせない,つたわっちゃう,,つたわっちまう,,つたわり,,つたわりなさい,,つたわられる,つたわられない,つたわったら,つたわらなかったら,1786.0,設ける,もうける
まいる,まいる,まいらない,まいった,まいらなかった,まいります,まいりません,まいりました,まいりません でした,まいれる,まいれない,まいって,まいらないで,まいれ,まいる な,まいろう,,まいれば,まいらなければ,まいらせる,まいらせない,まいっちゃう,,まいっちまう,,まいり,,まいりなさい,,まいられる,まいられない,まいったら,まいらなかったら,1788.0,支払う,しはらう
尽くす,つくす,つくさない,つくした,つくさなかった,つくします,つくしません,つくしました,つくしません でした,つくせる,つくせない,つくして,つくさないで,つくせ,つくす な,つくそう,,つくせば,つくさなければ,つくさせる,つくさせない,つくしちゃう,,つくしちまう,,つくし,,つくしなさい,,つくされる,つくされない,つくしたら,つくさなかったら,1788.0,迫る,せまる
移る,うつる,うつらない,うつった,うつらなかった,うつります,うつりません,うつりました,うつりません でした,うつれる,うつれない,うつって,うつらないで,うつれ,うつる な,うつろう,,うつれば,うつらなければ,うつらせる,うつらせない,うつっちゃう,,うつっちまう,,うつり,,うつりなさい,,うつられる,うつられない,うつったら,うつらなかったら,1792.0,経る,へる
告げる,つげる,つげない,つげた,つげなかった,つげます,つげません,つげました,つげません でした,つげられる,つげられない,つげて,つげないで,つげよ,つげる な,つげよう,,つげれば,つげなければ,つげさせる,つげさせない,つげちゃう,,つげちまう,,つげ,,つげなさい,,つげられる,つげられない,つげたら,つげなかったら,1802.0,振り返る,ふりかえる
おっしゃる,おっしゃる,おっしゃらない,おっしゃった,おっしゃらなかった,おっしゃいます,おっしゃいません,おっしゃいました,おっしゃいません でした,おっしゃれる,おっしゃれない,おっしゃって,おっしゃらないで,おっしゃい,おっしゃる な,おっしゃろう,,おっしゃれば,おっしゃらなければ,おっしゃらせる,おっしゃらせない,おっしゃっちゃう,,おっしゃっちまう,,おっしゃい,,おっしゃいなさい,,おっしゃられる,おっしゃられない,おっしゃったら,おっしゃらなかったら,1809.0,断る,ことわる
